Sr_No,Tweets,Sentiment Polarity,Subjectivity,Date,Retweet Count
165,Infosys friday..... wearing pyjamas to office... justlikethat,0,0,2017-10-02,0
166,Indranil Mukherjee VP &amp; Head \xc3\xa2\xe2\x82\xac\xe2\x80\x9c @Oracle Practice @Infosys. will be present at booth 1602 at #OOW17 to meet you! https://t.co/2GlSpOVkQ7,0,0,2017-10-02,0
167,.@Oracle solutions coupled with next-gen tech fetch best biz results. Know more about @Infosys solutions at #OOW17 https://t.co/20P135YIr7,0.75,0.4,2017-10-02,0
168,@LondonTech_: ADHamilton91: I'll be chatting to Infosys Misys Temenos D+H and Taskize today at #Sibos - let me know if you have an\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-02,5
169,#businesses some time needs new #ceo for #Resurrection #revitalization rather then #development #uber #ford #infosys.https://t.co/MbaVQRfInh,0.136363636363636,0.454545454545455,2017-10-02,0
170,Just for a little while... #infosysconsulting (@ Infosys Consulting in Central Hong Kong https://t.co/8pFcPefCAr https://t.co/q8uEnVTDOD,-0.09375,0.375,2017-10-02,0
171,"@ManishTewari @drajoykumar @RajivKumar1 Sir As per @Infosys_nmurthy  ""While we all Trust God rest of us have to bring data to the table.""",0,0,2017-10-02,0
172,tangina pagod infosys and it\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s not even done yet ?,0,0,2017-10-02,0
173,ShoInterest in Infosys Limited $INFY Decreases By 4.9% https://t.co/zuBfG8JNa3,-0.035714285714286,0.221428571428571,2017-10-02,0
174,ShoInterest in Infosys Limited $INFY Decreases By 4.9% https://t.co/XIcVvD0C3y,-0.035714285714286,0.221428571428571,2017-10-02,0
175,ShoInterest in Infosys Limited $INFY Decreases By 4.9% https://t.co/1RWGC4nnW4,-0.035714285714286,0.221428571428571,2017-10-02,0
176,@_SocialStory: #Infosys signs an MoU with #IISc Bangalore for 5 cr to improve research on infectious diseases https://t.co/l7fNOsuAiU h\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-02,1
177,#3Dprinting is making a dent in niche areas but not across traditional #mfg. Good @Infosys article https://t.co/EAPqKh3X46,0.35,0.675,2017-10-02,0
178,@askGSTech @GST_Council @adhia03 @Rishikova Sir Infosys person at seva Kendra chennai was unable to resolve our iss\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/NDBXLKsZ4r,-0.5,0.5,2017-10-02,0
179,#Infosys signs an MoU with #IISc Bangalore for 5 cr to improve research on infectious diseases\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/2R9syzm558,0,0,2017-10-02,1
180,@loosebool it not show incompetence of Infosys rather than the govt?,0,0,2017-10-02,0
181,Spot Offer For Infosys BPO In The Whitehorse Call Nisha@9342431049 https://t.co/DedDQnn2Rk,0,0,2017-10-02,0
182,@loosebool The GSTN network developed and built by Infosys. They were given contract in Sept 2015 and had said they\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/v6moNiAXl4,0.1,0.3,2017-10-02,0
183,@kishamarietan: Failed my infosys hands-on exam today ? milktea please ?,-0.5,0.3,2017-10-04,1
184,@hpccsystems Community Day started and nobody can stop it! #HPCCSummit Thanks @Cognizant @Infosys @DatumSoftware fo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/DfXTKcpPLF,0.2,0.2,2017-10-04,0
185,I just did the #HourOfCode - check it out! (Thanks @infosys for supporting @codeorg https://t.co/DHJ6NFEnHr,0.225,0.225,2017-10-04,0
186,#Infosys bags deal from KONE to set up Helsinki design centre https://t.co/XRHY7rqZwA https://t.co/ubwJn8fPWP,0,0,2017-10-04,0
187,@SHALAKHANDI How invoice matching will work? \nWhat about refund?\nAbove all what about shitty Infosys\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s GSTN?,0,0.1,2017-10-04,0
188,KONE Selects Infosys to suppoits IT\xc3\x82\xc2\xa0Transformation https://t.co/CmvfIero50,0,0,2017-10-04,0
189,Failed my infosys hands-on exam today ? milktea please ?,-0.5,0.3,2017-10-04,1
190,Infosys bags deal from KONE to set up Helsinki design centre - Economic Times: Economic Times Infosys bags deal\xc3\xa2\xe2\x82\xac\xc2\xa6 #design #news #today,0.2,0.2,2017-10-04,0
191,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/cM0OJxImP5 #Economics https://t.co/yDVxM81bVz,0,0,2017-10-04,0
192,Infosys bags contract from KONE to set up Helsinki design centre https://t.co/27CWAqdKiX,0,0,2017-10-04,0
193,@bsindia: .@Infosys bags contract from KONE to set up Helsinki design centre https://t.co/2TvOuGcb0l https://t.co/ETXkAMjLsf,0,0,2017-10-04,2
194,KONE selects @Infosys to suppoits IT Transformation. Infosys to establish Design &amp; Innovation Center in Helsinki https://t.co/p9dZII3VJY,-0.1,0.1,2017-10-04,1
195,.@Infosys bags contract from KONE to set up Helsinki design centre https://t.co/2TvOuGcb0l https://t.co/ETXkAMjLsf,0,0,2017-10-04,2
196,@Infosys Positioned in the Winner\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Circle of @HfSResearch Research Blueprint Repofor Energy Operations 2017 https://t.co/whvwutZNUf,0,0,2017-10-04,0
197,Infosys to SuppoDigitization of\xc3\x82\xc2\xa0KONE https://t.co/lpaJTU3cG4 https://t.co/XB5ctMsvkv,0,0,2017-10-04,0
198,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/lbMiD7MZjT,0,0,2017-10-04,0
199,New post: Infosys bags deal from KONE to set up Helsinki design centre https://t.co/ANv9yncpxT,0.136363636363636,0.454545454545455,2017-10-04,0
200,@Infosys: Infosys wins three prestigious @Oracle excellence awards for specialized partner #cloud services. Read more https://t.co/pBWHW\xc3\xa2\xe2\x82\xac\xc2\xa6,0.4,0.35,2017-10-04,36
201,Infosys and Renishaw Announce Metal Additive Manufacturing Partnership https://t.co/1GUCwyyflT,0,0,2017-10-04,0
202,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/erp3J7akdL,0,0,2017-10-04,0
203,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/MAoDAKULWF,0,0,2017-10-04,0
204,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/RPrNmsc1f2,0,0,2017-10-04,0
205,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/q0ZI9BTVL4,0,0,2017-10-04,0
206,Infosys bags deal from KONE to set up Helsinki design\xc3\x82\xc2\xa0centre https://t.co/i7T5el2vkQ https://t.co/QYeBNa01BD,0,0,2017-10-04,0
207,Welcome Infosys Limtied to HPE Customer Experience Centre #beHPE https://t.co/ReeGiySlDQ,0.8,0.9,2017-10-04,0
208,Infosys tech briefing at our CEC in London. Lots of great interaction and knowledge sharing #BeHPE #Partnerfirst\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/5f69tlKi9Y,0.8,0.75,2017-10-04,0
209,RobeW. Baird Reiterates Hold Rating for Infosys Limited $INFY https://t.co/e3bpXALqTc,-0.071428571428572,0.142857142857143,2017-10-04,0
210,https://t.co/rCXImWgWga\nInfosys bags deal from KONE to set up Helsinki design centre https://t.co/UvpHBktTOR,0,0,2017-10-04,0
211,@SushilModi We hope under your able leadership  &amp; after visit to Infosys center GSTN network issue will be resolved soon,0.2,0.3625,2017-10-04,0
212,@Infosys: .@KONECorporation selects Infosys to suppoits IT #transformation. Read the press release here: https://t.co/sSXnjSsWFI http\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-04,7
213,@Infosys: @KONECorporation @Koskelin Our transformation &amp; service improvement roadmap will reduce systems related disruptions to KONE\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0.4,2017-10-04,2
214,Infosys Limited's hold rating reiterated at RobeW. Baird. $16.00 PT. https://t.co/F3uEFOWOVt $INFY #INFY,-0.071428571428572,0.142857142857143,2017-10-04,0
215,@tonetag: Expedite the checkout process through #Sound-based payments. #Finacle #Infosys #Contactless https://t.co/14E80EHKjK,0,0,2017-10-04,1
216,Infosys Receives E-mail Threat | ?????? ????\nSuddi TV #Infosys #Email #News #Threat\nhttps://t.co/7ao167x8TY https://t.co/FnXE1PQ9TT,0,0,2017-10-04,0
217,@livemint: Infosys bags deal from KONE to set up Helsinki design centre https://t.co/BGtdCYe80B,0,0,2017-10-04,1
218,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/BGtdCYe80B,0,0,2017-10-04,1
219,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/EJWPEXCOdc,0,0,2017-10-04,0
220,Infosys bags deal from KONE to set up Helsinki design centre,0,0,2017-10-04,0
221,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/DadUBbgroO https://t.co/vBQjOayYxT,0,0,2017-10-04,0
222,Satya Infosys is looking candidates for Gurgaon Location in following technologies.\xc3\x82\xc2\xa0\n\nPerks will be best as per indu\xc3\xa2\xe2\x82\xac\xc2\xa6https://t.co/jeBtLlNMW6,0.5,0.2,2017-10-04,0
223,Corporate News: Infosys: Gets Order From Kone To SuppoI.T Transformation,0,0,2017-10-04,0
224,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/qfJq1U1n3Z,0,0,2017-10-04,0
225,IISc Infosys Foundation put their weight\xc3\x82\xc2\xa0together https://t.co/Ghdnl0SBK1 https://t.co/cfPqbmWreh,0,0,2017-10-04,0
226,IISc Infosys Foundation put their weight\xc3\x82\xc2\xa0together https://t.co/ovJ7yA57oF https://t.co/pmv7L8URyt,0,0,2017-10-04,0
227,.@Infosys bags deal from @KONECorporation  to set up Helsinki design centre https://t.co/xuisA2uNfU,0,0,2017-10-04,0
228,Infosys Have Urgent Hiring For Following Job\nClick on https://t.co/b4nsjDYRCc to... https://t.co/KhBXEyF58H,0,0.1,2017-10-04,0
229,Infosys Have Urgent Hiring For Following Job\nClick on https://t.co/nKN8vYbqCT to... https://t.co/2Cs3xMywGV,0,0.1,2017-10-04,0
230,Infosys Have Urgent Hiring For Following Job\nClick on https://t.co/b4nsjDYRCc to... https://t.co/KvKTBlLCnc,0,0.1,2017-10-04,0
231,Infosys Have Urgent Hiring For Following Job\nClick on https://t.co/nKN8vYbqCT to... https://t.co/OprNmkXxlY,0,0.1,2017-10-04,0
232,Infosys Have Urgent Hiring For Following Job\nClick on https://t.co/nKN8vYbqCT to Apply https://t.co/SYIpWTmGFH,0,0.1,2017-10-04,0
233,.@KONECorporation selects Infosys to suppoits IT #transformation. Read the press release here: https://t.co/IEDR4eHebU,0,0,2017-10-04,0
234,@Consultancy_in: #Innovation in #payments space \xc3\xa2\xe2\x82\xac\xe2\x80\x9c\n @Infosys partners with #FinTech firm @tonetag to enable paying with sound waves \xc3\x82\xc2\xbb htt\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.4,2017-10-04,1
235,Infosys Limited Receives a Hold from RobeW. Baird $INFY https://t.co/K1NRlpVriZ,-0.071428571428572,0.142857142857143,2017-10-04,0
236,Online Pharmacy Store Medicine Information \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Drug Infosys #medicine #information #pharmacy #store #drug #store... https://t.co/NP2ps6Cf3S,0,0,2017-10-04,0
237,@oracleemeaps: ? 4:45 PM\nAttend this session with @Infosys @HitachiOracle @RicohTweets #Oracle on #Java development. #OOW17 #EMEAps http\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-04,3
238,@imravikumars: Infosys Wins Three Prestigious Oracle Excellence Awards for Specialized Partner Cloud Services /PR Newswire India/ https:\xc3\xa2\xe2\x82\xac\xc2\xa6,0.3,0.2,2017-10-04,14
239,KONE Selects Infosys to Suppoits IT Transformation - ... https://t.co/XjuStS9c6i,0,0,2017-10-04,0
240,@Infosys: @Oracle @oracleemeaps @oraclepartners We are proud to be collaborating with Oracle as a Cloud Elite Partner in empowering &amp; ac\xc3\xa2\xe2\x82\xac\xc2\xa6,0.8,1,2017-10-04,13
241,Vishal Sikka as new CEO of Infosys. First thing he said is to bring change. Coincidence? I think not.,0.193181818181818,0.393939393939394,2017-10-03,0
242,@mediacrooks: Shameful organisation of 10K/20K dinners shows hw disconnected w India..Infosys cronies of @AamAadmiParty are.. #Imitating\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-08,33
243,NDA govt gives GSTN project to Infosys its ceo gives few crores to The Wire &amp; they write against Shah's son. #LiesAgainstShah,-0.2,0.1,2017-10-08,0
244,@biswajeetdash Infosys need to fix defects in software by Dec - i heard. that's prob\n\n2nd: Slabs of Tax shd narrow further to lower levels..,-0.066666666666667,0.3,2017-10-08,0
245,@Infosys: #AI is making its way into our daily lives like never before. Find best of content on AI and #automation here. https://t.co/AW\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.15,2017-10-08,13
246,@iAsura_: @mediacrooks @AamAadmiParty @ibnlive @ndtv Infosys is the JNU of Indian IT sector!!,0,0,2017-10-08,20
247,Infosys under Nandan Nilekani: Focus is on business metrics: Firm is widely expected to repoflat Q2 results and\xc3\xa2\xe2\x82\xac\xc2\xa6\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/an6ABav4BV,-0.108333333333333,0.308333333333333,2017-10-08,0
248,@Bhairodgi: @polldec GST software is developed by Infosys. Because of incomplete of software govt and people are suffering. Modi govt sh\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.3,2017-10-08,2
249,@polldec GST software is developed by Infosys. Because of incomplete of software govt and people are suffering. Mod\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QPcEXXldE8,0.1,0.3,2017-10-08,2
250,Understand she was thrown out of ET in disgrace.....yet those in Infosys felt otherwise? https://t.co/KOEvjrWv28,0,0,2017-10-08,0
251,Infosys under Nandan Nilekani: Focus is on business metrics - Contrary to popular reaction he added \xc3\xa2\xe2\x82\xac\xc5\x93from an ... https://t.co/bgYv0h0w6M,0.6,0.9,2017-10-08,0
252,@KiranKS: Usually water flows to Tamil Nadu from Karnataka through KRS dam.\nThis time a change in plan. Through Infosys campus ? https:/\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.25,0.25,2017-10-08,175
253,@vikrameffects: @jamewils I wonder how @Infosys people will code /program the changes ?,0,0,2017-10-08,3
254,Infosys Limited (INFY Shares Bought by Peapack Gladstone Financial Corp https://t.co/cXhpQQT6Dg,-0.035714285714286,0.071428571428572,2017-10-08,0
255,@Infosys: Companies that adopt the #AR &amp; #VR experience early on will be positioned for market dominance in the years to come. https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.3,2017-10-08,5
256,@iAnkurSingh @ShefVaidya Surprisingly or shockingly it seems Rohan Murty S/o: Narayan Murthy of Infosys contributed a crore.,-1,1,2017-10-08,0
257,@barbarindian: Blow to Infosys shareholders. https://t.co/NmsZRVIzUo,0,0,2017-10-08,33
258,Infosys under Nandan Nilekani: Focus is on business metrics - Firm is widely expected to repoflat Q2 results... https://t.co/oIihfQ6IQ3,-0.108333333333333,0.308333333333333,2017-10-08,0
259,@bharat_builder: Now Infosys and Wipro which have funded @thewire_in  are anti national!   ????,0,0,2017-10-08,20
260,Fake information system manufactured by a news website called 'The Wire' funded by Big shot shareholders of @infosys,-0.25,0.55,2017-10-08,0
261,Infosys under Nandan Nilekani: Focus is on business metrics - Firm is widely expected to repoflat Q2 results... https://t.co/NAeDv8jNDv,-0.108333333333333,0.308333333333333,2017-10-08,0
262,Infosys Limited $INFY Downgraded by Zacks Investment Research https://t.co/iQ1HI9sxY4,-0.071428571428572,0.142857142857143,2017-10-08,0
263,New post (Indian ADRs: Infosys HDFC Bank Dr Reddy#39;s Labs Wipro fall; Tata ... has been published on New ...\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/u8elQkeTZF,0.136363636363636,0.454545454545455,2017-10-08,0
264,Infosys Limited $INFY Downgraded by Zacks Investment Research https://t.co/JmDNi2664C,-0.071428571428572,0.142857142857143,2017-10-08,0
265,It\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s not your problem so you wouldn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t give me a reasonable validation inless I put infosys on it maybe $$$ yep I get it ??,0.2,0.6,2017-10-08,0
266,here we go infosys try or die tomorrow ??,0,0,2017-10-08,0
267,Infosys Limited $INFY Downgraded by Zacks Investment Research https://t.co/G9foYdhAI6,-0.071428571428572,0.142857142857143,2017-10-08,0
268,Infosys Limited $INFY Downgraded by Zacks Investment Research https://t.co/jLFYIOSDCw,-0.071428571428572,0.142857142857143,2017-10-08,0
269,Infosys Limited\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s $INFY \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d Rating Reaffirmed at RobeW. Baird https://t.co/AekCfPH6bv,-0.071428571428572,0.142857142857143,2017-10-08,0
270,Infosys Limited\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s $INFY \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d Rating Reaffirmed at RobeW. Baird https://t.co/qro72BSCLz,-0.071428571428572,0.142857142857143,2017-10-08,0
271,Infosys Limited\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s $INFY \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d Rating Reaffirmed at RobeW. Baird https://t.co/zVh6N1FS3y,-0.071428571428572,0.142857142857143,2017-10-08,0
272,Educating poor children for 17 years this organisation has alumni working for Infosys and Taj today\nhttps://t.co/wBNGr1wPtF,-0.4,0.6,2017-10-08,0
273,@Infosys: Stories connect people with #ideas. Our #ZeroDistance method cards help you articulate ideas better https://t.co/H4S0TPI4ha #D\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.5,2017-10-08,6
274,@saurabhchandra This is why I said the other day that I was surprised Infosys didn't build on the KA VAT system. Th\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/0Tz9HzVyDd,-0.0125,0.6375,2017-10-08,0
275,Infosys violated corporate governance norms with Nilekani appointment: SES - https://t.co/5PxobYcPeq,0,0,2017-10-08,0
276,Infosys introduces private cloud services built with Suse OpenStack - https://t.co/IL9imYGQEt,0,0.375,2017-10-08,0
277,@acharya27: @rishibagree @thewire_in @Ram_Guha how come infosys owners gave the IPSMF on a platter to Ashish dhawan to run who is a priv\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-08,1
278,Becoz their patrons like Infosys and wipro patrons asked them not to https://t.co/IAHuWDnc4m,0,0,2017-10-08,0
279,@InfosysCareers: Give it up for the @Infosys Women of Color STEM Conference award winners! #STEMisagirlthing @WOCTechnology #womenintech\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-08,18
280,@kaushikcbasu: Infosys Prizes aid progress by encouraging creativity. Jury work for Social Sciences ended today. Previous winners\nhttps:\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.066666666666667,0.116666666666667,2017-10-08,7
281,@rishibagree @thewire_in @Ram_Guha how come infosys owners gave the IPSMF on a platter to Ashish dhawan to run who\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jYgiHX4Bch,0,0,2017-10-08,1
282,Infosys Whistleblower Files Another Lawsuit Against Indian IT Giant Whistleblower Information https://t.co/zRz1O7EpKC,0,1,2017-10-08,0
283,@rishibagree @thewire_in @Ram_Guha Ashishs firm chryscapital has to be probed for insider trading in infosys and wi\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/8T4RdWGdn0,-0.2,0.4,2017-10-08,0
284,@indomitablesoul: Happy Diwali @rohinisghET @svaradarajan and now @thewire_in would need even more funds. Infosys can help may be ??? #L\xc3\xa2\xe2\x82\xac\xc2\xa6,0.65,0.75,2017-10-08,1
285,@NandanNilekani: Joined @Infosys at 26 re-joined it at 62. Life does turn full circle!,0.4375,0.55,2017-10-08,8526
286,NRN had lot of allegations against Vishal Sikka ?What abt @thewire_in which is being funded using his money ?,0,0,2017-10-08,0
287,@lopamudra309: #Infy  CEO Vishal Sikka resigns ...#Infosys \n\nand I am resigning #Twitter  ?,0,0,2017-10-07,50
288,@AmitShah @arunjaitley Yashwant Sinha is acting like Narayana Murthy of Infosys but @narendramodi is not Vishal Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/FipJf7h9PF,0,0,2017-10-07,0
289,@ashwani_mahajan: Vishal Sikka as Infosys CEO: From controversy over salary to resignation letter | business-news | Hindustan Times http\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-06,1
290,Vishal Sikka as Infosys CEO: From controversy over salary to resignation letter | business-news | Hindustan Times\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/IadSVfOhGv,0,0,2017-10-06,1
291,I added a video to a @YouTube playlist https://t.co/XQ6z1nWOK1 Market Opportunity Created by Convergence of IT/OT with Vishal Sikka -,0,0,2017-10-05,0
292,@apdevforum: ANSR(Backed by Accel PartnersInfosys is setting up Rs 1000 crore facility at Visakhapatnam. 10 acres allotted.\nhttps://t\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,19
293,@jairajp: Pity that Mr. Pai did not have Kakhi Chaddi when he was Infosys CFO else company could've Earned Big by building Huge Statues\xc3\xa2\xe2\x82\xac\xc2\xa6,0.1,0.4,2017-10-11,1
294,Pity that Mr. Pai did not have Kakhi Chaddi when he was Infosys CFO else company could've Earned Big by building H\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/kpZIIRazBd,-0.05,0.15,2017-10-11,1
295,Foot overbridge to come near @mytechnopark phase II campus\n https://t.co/AvMVm6qEHs @Infosys @USTGlobal,0.1,0.4,2017-10-11,0
296,"Infosys trains technicians like fighter pilots able to respond to changing conditions. Note their ""soft skills"" https://t.co/2ntECyaaUI",0.3,0.4875,2017-10-11,0
297,@dineshwadera @askGST_GoI @GST_Council @Infosys We have no issue. More people get benefited from Octa GST happier we will be.,0.5,0.5,2017-10-11,0
298,Employees of the Infosys Mangalore DC's Charitable Trust PRERANA recently organized Pratibha Poshak -\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/TytlFXpo5A,0.3,0.525,2017-10-11,0
299,Arrowstreet Capital Limited Partnership Acquires Shares of 1233166 Infosys Limited $INFY https://t.co/E6TZcUhuow,-0.071428571428572,0.142857142857143,2017-10-11,0
300,@octagst @askGST_GoI @GST_Council @Infosys I hv posted d link of ur site on my site. hope you dont mind. If u hv an\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/iSCXN8a04t,0,0,2017-10-11,0
301,Arrowstreet Capital Limited Partnership Acquires Shares of 1233166 Infosys Limited $INFY https://t.co/bRiYufiaDq,-0.071428571428572,0.142857142857143,2017-10-11,0
302,@cisco_in: Excited to hear Mr Ashok Kumar from Infosys on their Software-Defined Access network transformation journey at #IndiaTNI http\xc3\xa2\xe2\x82\xac\xc2\xa6,0.375,0.75,2017-10-11,1
303,Arrowstreet Capital Limited Partnership Acquires Shares of 1233166 Infosys Limited $INFY https://t.co/Spqn78kJgO,-0.071428571428572,0.142857142857143,2017-10-11,0
304,Arrowstreet Capital Limited Partnership Acquires Shares of 1233166 Infosys Limited $INFY https://t.co/lbAznF0Yop,-0.071428571428572,0.142857142857143,2017-10-11,0
305,When Karnataka CM Dharam Singh visited the Infosys campus he was repeatedly asked one question: When would... https://t.co/ikKnOquE26,0,0,2017-10-11,0
306,#Infosys share buyback: An arbitrage opportunity | 11 October 2017\n\n*****\n\nhttps://t.co/R4FTAI7FbK,0,0,2017-10-11,0
307,@BloombergQuint: Infosys remakes its internal training program takes cues from flight schools. \nhttps://t.co/i484sAazbY https://t.co/zC\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,4
308,Infosys bags deal from KONE to set up Helsinki design centre https://t.co/72dXDMyQ6f,0,0,2017-10-11,0
309,@octagst @askGST_GoI @GST_Council @Infosys My best wishes.. Keep creating great things.. GST sufferers will be bless you..,0.9,0.525,2017-10-11,0
310,@dineshwadera @askGST_GoI @GST_Council @Infosys Thanks. We are just a bunch of people who think technology should s\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/t3jzG5XHAz,0.2,0.2,2017-10-11,1
311,Interesting...an uncommon and unconventional move by @Infosys #Infosys #Infy #IT #India \nhttps://t.co/wE44trN94f,0.8,1,2017-10-11,0
312,@cisco_in Informative session from Shri Ashok Kumar from Infosys,0,0,2017-10-11,0
313,@Infosys: How will #AutonomousVehicles impact other industries like #healthcare and #hospitality? Read here https://t.co/nG4wgq34ry http\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.125,0.375,2017-10-11,2
314,@TVMohandasPai Infosys should build a NRN statue to get into profit. #BhaktLogic,0,0,2017-10-11,0
315,@Lutyensmafia: When an idiot from Infosys cald SNagasundaram teaches economics 101 to @Swamy39 it just shows how lil economics dolts fro\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.8,0.8,2017-10-11,9
316,#indiatni policies and mobility gr8 by Infosys,0,0,2017-10-11,0
317,Excited to hear Mr Ashok Kumar from Infosys on their Software-Defined Access network transformation journey at\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/xwJj8aNqAa,0.375,0.75,2017-10-11,1
318,@vaitheek: With current and future authors all passionate members of @Infosys #bookclub talking about #FailingtoSucceed https://t.co/xY\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.016666666666667,0.458333333333333,2017-10-11,1
319,@sun_walia: Very insightful discussion today with @virmani_sumit @suyog. Thank you for hosting @pfersht @BramWeerts @Infosys today.,0.2,0.3,2017-10-11,2
320,@octagst Hey who are you guys..?? you are far better than @askGST_GoI @GST_Council and @Infosys,0.3,0.75,2017-10-11,0
321,@InfosysCareers @OfficialUoM @Infosys Please send mine to the IL office in HK! Size M. Thanks!,0.25,0.2,2017-10-11,0
322,Infosys share buyback: An arbitrage opportunity [-0.03]: https://t.co/KMOiw5RzZo https://t.co/elKUGqps61,0,0,2017-10-11,0
323,Infosys Limited $INFY Position Lowered by Earnest Partners LLC https://t.co/1ABUKnSPlZ,-0.071428571428572,0.142857142857143,2017-10-11,0
324,Infosys Limited $INFY Position Lowered by Earnest Partners LLC https://t.co/52jArxpfFa,-0.071428571428572,0.142857142857143,2017-10-11,0
325,@sun_walia: All of @Infosys_BPO leadership team at lunch with @HfSResearch @pfersht @BramWeerts. Amazing thoughts  ideas and great food\xc3\xa2\xe2\x82\xac\xc2\xa6,0.7,0.825,2017-10-11,7
326,@shruthibopaiah @Mickeymehta @Infosys Interesting name ;,0.375,0.75,2017-10-11,0
327,@bennedose: @SirBullyMammoth Infosys glasshouse needing 24x7x365 airconditioning. In Bengaluru https://t.co/fk1R9grz2D,0,0,2017-10-11,4
328,Grab your #InfosysInStep shi@OfficialUoM #BigCareersFair &amp; learn about #internships at @Infosys #InfosysOnCampus\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/QJfGPTsFlF,0,0,2017-10-11,0
329,#Infosys makes public offer to buyback shares\nhttps://t.co/6nTKsBF96u \n#InfosysLtd #ITSector #StockMarket https://t.co/K3uYTJioEx,0,0.066666666666667,2017-10-11,0
330,Infosys Treats Its New Recruits Like Fighter Pilots https://t.co/hG37niqj7Y,0.136363636363636,0.454545454545455,2017-10-11,0
331,@theugiindia: United Group of Institutions welcomes Infosys for their placement drive at our campus.\nBest of luck to all appearing candi\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.3,2017-10-11,1
332,@inspireinfyhyd: Girl students at Infosys Hyderabad SEZ #Inspire On International Girls Day. https://t.co/Kjh8cA5ewR,0,0,2017-10-11,2
333,@PeopleMatters2: .@Infosys BPO steals the show for Accelerating Leadership Development. Congratulations winners. #LnDLeague https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-11,1
